HBS121986	-122.1451	38.49528
IW2828	-122.30232	37.94243
CAS214855	-120.7521	35.45283333
IW2779	-121.80506	37.33383
CV185	-117.03778	32.64327
GRF8-18-7	-118.305	34.1324
CAS262282	-120.0332828	41.58324303
LACM186808	-118.03014	34.33935
MVZ245731	-120.64005	37.84006
HBS136913	-116.6341984	33.6213112
CAS227900	-121.7691667	39.77116667
CAS224896	-118.7608611	36.20111111
CAS227430	-122.1498056	40.24661111
MVZ257123	-122.231	37.872
CAS233405	-121.43755	36.81953333
LACM187165	-118.28903	37.51225
CAS251641	-122.3010917	38.76499167
LACM190475	-118.602446	37.479132
CAS259670	-120.1352389	38.49745
HBS120908	-121.82269	38.27639
MVZ269522	-121.767507	38.00231
HBS134237	-121.79858	39.23004
LACM186903	-118.614007	35.29752
HBS136885	-118.68361	35.6118
CAS234653	-122.76521	38.72679
LACM184714	-118.00301	36.70302
LACM187133	-118.0795	36.89098
CAS227448	-121.8571111	40.28652778
CAS252891	-120.4530556	36.31766667
MVZ244363	-120.25143	39.43361
MVZ257313	-122.18314	40.38944
IW3210	-121.18223	36.48009
IW3281	-121.1185	35.582
CAS219619	-118.3693611	35.67133333
CAS213075	-119.2433889	37.33144444
CAS227001	-121.6934389	40.08143333
MVZ248469	-119.53062	34.40145
MVZ257096	-116.9280556	34.35861111
MVZ265557	-118.25028	35.578
UCISP24-2	-117.84671	33.63705
LACM188004	-118.47682	37.71002
IW2821	-122.09763	37.73937
CAS220918	-118.649	35.84219444
CAS220973	-122.9726111	39.59286111
CAS224910	-118.2931944	35.83372222
CAS224937	-119.7265917	37.09099444
MVZ257301	-121.86558	40.43911
LACM189918	-120.32026	34.83394
IW3278	-121.46139	35.89377
IW3219	-121.1124	37.73339
CAS214858	-120.3101833	35.16518333
CAS219607	-118.4684167	36.01416667
CAS224099	-118.6319444	35.46394444
CAS235795	-121.4752953	39.7452175
CAS234561	-121.1111694	39.97931944
CAS252970	-122.6519694	38.17175
WAP1301	-116.9736	33.09965
IW3284	-121.32259	35.76495
IW3291	-121.62732	36.11174
HBS133073	-118.4545	34.07409
CAS212756	-122.62075	39.28161111
IW1501	-123.65864	40.94507
CAS224917	-118.8980806	36.79689444
MVZ257307	-122.19769	40.38847
MVZ232848	-116.4136667	32.8745
MVZ238564	-121.55737	36.37528
IW3247	-123.33355	38.5663
MVZ243334	-120.17941	37.71951
HBS122657	-122.10728	38.49518
IW2900	-122.04566	37.92238
IW2789	-122.15111	38.09649
IW1572	-121.91584	37.53105
CAS224101	-118.617	35.64019444
CAS227691	-121.1202222	39.67175
CAS241780	-118.9970889	36.96551944
CAS259638	-120.342875	38.26848056
IW3258	-123.49209	38.73533
HBS136911	-118.426299	34.043911
IW1537	-122.30833	37.87036
CAS236226	-120.43375	38.60622222
CAS262691	-120.6703611	36.41786944
MVZ257126	-120.0440556	34.74275
MVZ269570	-117.6923	36.1769
SMR772	-117.16377	33.44111
LACM189587	-118.52512	34.69994
IW3245	-120.84985	39.17933
MVZ243336	-120.46551	37.67372
HBS135926	-120.35034	34.71633
HBS136912	-120.4538	34.88345
CAS224887	-119.1747222	36.79827778
CAS236233	-121.6385278	38.56547222
MVZ233482	-120.50786	41.15312
MVZ250589	-122.447229	40.752781
STR47	-117.55063	33.61279
LACM186710	-118.49419	34.36566
HBS134214	-121.81368	39.25265
HBS26683	-123.65272	39.718485
HBS34959	-122.045056	38.509968
